wikidata_id,xeno_canto_id
Q661642,Lamprotornis-hildebrandti
Q28922176,Argya-fulva
Q3116830,Zoothera-imbricata
Q304026,Tauraco-bannermani
Q22980451,Basileuterus-punctipectus
Q1587319,Creurgops-dentatus
Q783095,Limnothlypis-swainsonii
Q526052,Myrmorchilus-strigilatus
Q27076007,Cardellina-pusilla
Q385891,Catreus-wallichii
Q844179,Myornis-senilis
Q1259086,Grallaria-erythrotis
Q25756,Strix-aluco
Q25984,Motacilla-flava
Q904010,Turdus-libonyana
Q12268214,Trochalopteron-melanostigma
Q1260717,Scytalopus-iraiensis
Q181323,Calonectris-edwardsii
Q28358,Coturnix-coturnix
Q688641,Eudyptes-chrysocome
Q2310180,Rhagologus-leucostigma
Q529857,Thalassornis-leuconotus
Q1258885,Neafrapus-boehmi
Q2020137,Melanitta-deglandi
Q926733,Bostrychia-carunculata
Q28841881,Oneillornis-salvini
Q2193716,Thraupis-cyanoptera
Q1029743,Laniarius-erythrogaster
Q1274256,Brotogeris-sanctithomae
Q28913536,Phylloscopus-soror
Q1267551,Discosura-letitiae
Q847168,Fringilla-teydea
Q941479,Cnemophilus-macgregorii
Q2060250,Orthotomus-castaneiceps
Q1261679,Hydrochous-gigas
Q201106,Picus-canus
Q1260007,Chordeiles-nacunda
Q596266,Vireo-gilvus
Q27075855,Linaria-johannis
Q1265085,Campylopterus-phainopeplus
Q3314726,Culicicapa-helianthea
Q19622524,Rhabdotorrhinus-leucocephalus
Q1589673,Molothrus-oryzivorus
Q908266,Amazona-agilis
Q1242812,Charadrius-bicinctus
Q1589793,Dendrocitta-formosae
Q470016,Fulica-americana
Q1265418,Notharchus-pectoralis
Q767084,Poephila-cincta
Q752015,Myrmelastes-schistaceus
Q181320,Calonectris-leucomelas
Q1589048,Saxicola-jerdoni
Q27075056,Hydrornis-cyaneus
Q1146629,Thalassarche-chlororhynchos
Q1305074,Euplectes-psammacromius
Q117686,Polyplectron-inopinatum
Q2065773,Aplonis-zelandica
Q1266727,Tricholaema-leucomelas
Q997666,Pionus-senilis
Q849184,Crypturellus-strigulosus
Q760292,Ancistrops-strigilatus
Q1274605,Scleroptila-shelleyi
Q1027969,Spermophaga-poliogenys
Q1314703,Chelidorhynx-hypoxanthus
Q31795,Hemiprocne-longipennis
Q2225589,Apalis-jacksoni
Q903109,Chlamydera-guttata
Q1090157,Passer-iagoensis
Q1087446,Treron-olax
Q18844,Himantopus-leucocephalus
Q17556,Circus-ranivorus
Q27075695,Pinarochroa-sordida
Q1270356,Threnetes-leucurus
Q766629,Geokichla-dumasi
Q781865,Pitta-steerii
Q76411,Numenius-tenuirostris
Q1240293,Malacoptila-mystacalis
Q11949935,Sitta-arctica
Q1262945,Dendrocincla-homochroa
Q1590830,Peneothello-cyanus
Q906508,Amazona-brasiliensis
Q864047,Neochmia-ruficauda
Q2226589,Toxostoma-cinereum
Q790673,Pyrrhura-frontalis
Q540547,Gallirallus-modestus
Q1588239,Ammodramus-caudacutus
Q27074633,Haliaeetus-ichthyaetus
Q61995467,Sholicola-albiventris
Q2701367,Cinnyris-notatus
Q2669786,Anthus-pallidiventris
Q1304910,Prionops-retzii
Q470391,Phapitreron-amethystinus
Q2538945,Hartertula-flavoviridis
Q385076,Tyto-capensis
Q165856,Terpsiphone-rufiventer
Q27076024,Emberiza-lathami
Q3727051,Icterus-melanopsis
Q675948,Macropygia-ruficeps
Q1273179,Hylocharis-chrysura
Q3182694,Hemispingus-verticalis
Q41214687,Collocalia-natalis
Q1270639,Scytalopus-unicolor
Q541440,Terpsiphone-viridis
Q839184,Todirostrum-poliocephalum
Q1588513,Cephalopyrus-flammiceps
Q2667581,Coracina-larvata
Q1923053,Terpsiphone-atrochalybeia
Q742309,Todus-todus
Q1268375,Butastur-teesa
Q1267060,Thripophaga-berlepschi
Q27075099,Cranioleuca-dissita
Q778386,Hemiprocne-mystacea
Q731684,Pseudobulweria-rupinarum
Q905284,Elaenia-mesoleuca
Q507383,Corvus-splendens
Q10757967,Edolisoma-admiralitatis
Q1267279,Ducula-luctuosa
Q1075156,Trichoglossus-flavoviridis
Q27074607,Ardenna-carneipes
Q809443,Gallicolumba-crinigera
Q46143,Carpodacus-erythrinus
Q2668189,Actinodura-ramsayi
Q646941,Penelopina-nigra
Q373554,Ardea-humbloti
Q3504550,Gracula-robusta
Q2546380,Pezoporus-flaviventris
Q1262867,Myiarchus-oberi
Q1310041,Melidectes-foersteri
Q27075448,Petrochelidon-fuliginosa
Q521438,Geotrygon-chrysia
Q1264307,Touit-surdus
Q1269311,Uropsalis-lyra
Q2668319,Oenanthe-picata
Q27075899,Geothlypis-formosa
Q170177,Bubo-scandiacus
Q1265106,Malacoptila-fusca
Q921348,Streptopelia-roseogrisea
Q629525,Chroicocephalus-philadelphia
Q838924,Ara-militaris
Q25262955,Chenorhamphus-grayi
Q1272376,Synallaxis-frontalis
Q593442,Aquila-gurneyi
Q6311458,Sitta-castanea
Q21970633,Laticilla-cinerascens
Q1262847,Tapera-naevia
Q611359,Zoonavena-grandidieri
Q751962,Leptocoma-minima
Q3314363,Cossypha-polioptera
Q671657,Urocissa-flavirostris
Q864388,Hylexetastes-brigidai
Q692879,Pipreola-intermedia
Q1272623,Coua-ruficeps
Q208335,Phalaropus-fulicarius
Q535623,Hydrornis-phayrei
Q201316,Motacilla-cinerea
Q2226731,Atlapetes%20leucopis
Q645055,Loxia-pytyopsittacus
Q1259828,Pterodroma-neglecta
Q749701,Sitta-neumayer
Q27074858,Psilopogon-monticola
Q1190491,Coturnicops-exquisitus
Q1091297,Alcippe-grotei
Q511566,Puffinus-yelkouan
Q1585617,Geothlypis-speciosa
Q30686680,Geospiza-propinqua
Q1304687,Muscicapa-ussheri
Q1922951,Rhipidura-rufidorsa
Q1923737,Geokichla-oberlaenderi
Q192705,Sarcoramphus-papa
Q599390,Lanius-somalicus
Q358351,Fregata-aquila
Q1306460,Iodopleura-fusca
Q27074613,Pseudibis-gigantea
Q1269853,Muscisaxicola-frontalis
Q1276058,Antrostomus-ridgwayi
Q1271514,Scytalopus-robbinsi
Q3181372,Monarcha-erythrostictus
Q935739,Salvadorina-waigiuensis
Q1922775,Ptiloprora-mayri
Q1261020,Cyanoramphus-hochstetteri
Q970708,Cypseloides-rothschildi
Q1273682,Spizaetus-tyrannus
Q7383597,Cinnyris-stuhlmanni
Q1588780,Monticola-rufocinereus
Q62090206,Ianthocincla-sukatschewi
Q56888,Montifringilla-adamsi
Q626401,Cleptornis-marchei
Q2667713,Vireo-vicinior
Q27075487,Locustella-mandelli
Q25357,Corvus-corax
Q2669742,Anthus-vaalensis
Q1261152,Nycticryphes-semicollaris
Q430467,Chloropsis-cochinchinensis
Q1319067,Zosterops-oleagineus
Q933667,Cinclus-schulzii
Q546324,Diglossa-gloriosa
Q156250,Milvus-milvus
Q1261239,Cursorius-somalensis
Q1071843,Merops-nubicus
Q28864007,Akletos-melanoceps
Q2225257,Petrochelidon-ariel
Q782094,Morus-serrator
Q62267365,Iole-crypta
Q1585850,Turdus-chiguanco
Q1270162,Nephelomyias-pulcher
Q367075,Columba-pulchricollis
Q247928,Thamnophilus-nigriceps
Q3728970,Anthoscopus-punctifrons
Q2084483,Abroscopus-schisticeps
Q27074761,Systellura-longirostris
Q1305621,Tityra-inquisitor
Q3136315,Cecropis-senegalensis
Q1265346,Turnix-nigricollis
Q1274727,Hypocnemis-subflava
Q901647,Campethera-caroli
Q1004809,Horizocerus-hartlaubi
Q641109,Diaphorapteryx-hawkinsi
Q28831568,Ceblepyris-cinereus
Q1193092,Ptilinopus-victor
Q1266517,Patagioenas-nigrirostris
Q2998367,Cossypha-albicapillus
Q606076,Coturnix-delegorguei
Q14915971,Thripophaga-amacurensis
Q669234,Xenopsaris-albinucha
Q28836793,Ceblepyris-pectoralis
Q221486,Pycnonotus-goiavier
Q1268140,Lepidocolaptes-falcinellus
Q945676,Promerops-gurneyi
Q941644,Anous-tenuirostris
Q463154,Anodorhynchus-hyacinthinus
Q1300883,Cacicus-chrysonotus
Q15707913,Aethopyga-guimarasensis
Q595581,Pheugopedius-maculipectus
Q25260099,Symposiachrus-boanensis
Q851684,Pycnonotus-leucogrammicus
Q753760,Calidris-acuminata
Q1272781,Otus-collari
Q999922,Psittacula-derbiana
Q1210117,Amytornis-textilis
Q835119,Pluvianus-aegyptius
Q1263328,Ptilinopus-greyi
Q19831620,Atlapetes%20nigrifrons
Q3179495,Myadestes-obscurus
Q915993,Conopophila-albogularis
Q1270203,Scytalopus-stilesi
Q607893,Leptoptilos-javanicus
Q1306484,Sporophila-schistacea
Q27075337,Diphyllodes-magnificus
Q221928,Hierococcyx-varius
Q23759614,Grus-virgo
Q751415,Veniliornis-cassini
Q1945931,Cantorchilus-semibadius
Q1266800,Odontophorus-stellatus
Q1305572,Cisticola-aberrans
Q1259391,Lophostrix-cristata
Q963942,Doryfera-ludovicae
Q2224525,Trochocercus cyanomelas
Q3331915,Myzomela-cineracea
Q209419,Anser-brachyrhynchus
Q935133,Coeligena-phalerata
Q2668958,Pseudoleistes-virescens
Q1266527,Scytalopus-macropus
Q339071,Meliphaga-orientalis
Q767112,Centropus-sinensis
Q1269538,Odontophorus-hyperythrus
Q26400287,Cantorchilus-zeledoni
Q1269933,Turnix-everetti
Q206654,Megadyptes-antipodes
Q3577468,Coracina-welchmani
Q735190,Pelecanus-erythrorhynchos
Q4892659,Pipilo-naufragus
Q1591323,Melithreptus-validirostris
Q1588369,Dendrocitta-occipitalis
Q15707905,Sylvia-balearica
Q2630986,Anisognathus-notabilis
Q4810698,Motacilla-tschutschensis
Q28103,Tringa-erythropus
Q478141,Penelopides-affinis
Q841096,Pteroglossus-sanguineus
Q2235441,Hemixos-flavala
Q1270048,Poecilotriccus-capitalis
Q1274815,Pseudoseisura-lophotes
Q1590495,Chlorothraupis-stolzmanni
Q2669101,Heterophasia-picaoides
Q1247654,Foulehaio-carunculatus
Q74017,Acridotheres-javanicus
Q2670049,Turdus-maculirostris
Q863110,Prinia-hodgsonii
Q3011656,Dacnis-nigripes
Q1263378,Odontophorus-leucolaemus
Q27075828,Crithagra-menachensis
Q174232,Larus-glaucoides
Q2225329,Mimus-gundlachii
Q1267770,Rhinortha-chlorophaea
Q913101,Monarcha-takatsukasae
Q208334,Prunella-collaris
Q662719,Polyplectron-germaini
Q1587657,Pycnonotus-urostictus
Q56899,Estrilda-charmosyna
Q1302564,Lichmera-monticola
Q130730,Ardea-alba
Q3083797,Stachyris-thoracica
Q1270680,Apus-horus
Q1301056,Euphonia-xanthogaster
Q127898,Pterocles-decoratus
Q1312406,Cyanomitra-alinae
Q569251,Merops-bulocki
Q977748,Patagioenas-goodsoni
Q1274631,tarphonomus-certhioides
Q3314387,Cyornis-hainanus
Q1588308,Onychognathus-tenuirostris
Q1584524,Corvus-leucognaphalus
Q1269012,Chordeiles-gundlachii
Q2488433,Zosterops-nigrorum
Q842599,Melospiza-melodia
Q27074877,Yungipicus-maculatus
Q490504,Podiceps-andinus
Q742535,Odontophorus-melanonotus
Q1260623,Gallinago-nigripennis
Q27215,Chlidonias-niger
Q883001,Urocolius-macrourus
Q705505,Lanius-meridionalis
Q1591472,Rukia-ruki
Q612426,Psittacula-finschii
Q948674,Tachyphonus-coronatus
Q21973774,Robsonius-rabori
Q583898,Melanerpes-candidus
Q3314642,Myrmecocichla-tholloni
Q55753836,Dicrurus-occidentalis
Q20720464,Dryobates-cathpharius
Q2651853,Turdus-obsoletus
Q973837,Parus-cinereus
Q1274794,Nephelomyias-lintoni
Q852864,Tragopan-blythii
Q27075134,Euchrepomis-spodioptila
Q30688437,Schistes-albogularis
Q833963,Buteo-swainsoni
Q831611,Tringa-semipalmata
Q827262,Tragopan-temminckii
Q902015,Polioptila-dumicola
Q27074640,Porphyrio-melanotus
Q742818,Lophophorus-impejanus
Q25421,Tachybaptus-ruficollis
Q331447,Marmaronetta-angustirostris
Q11907233,Aulacorhynchus-atrogularis
Q2226307,Turdoides-sharpei
Q787907,Harpagus-diodon
Q2828927,Illadopsis-cleaveri
Q941497,Phoeniculus-somaliensis
Q3285195,Mimus-trifasciatus
Q1086474,Pteroglossus-bailloni
Q1078600,Atelornis-pittoides
Q3121304,Napothera-crispifrons
Q546174,Coua-reynaudii
Q1923087,Zosterops-citrinella
Q1092111,Oxypogon-guerinii
Q738724,Aegithina-lafresnayei
Q841130,Myophonus-melanurus
Q578174,Melanerpes-erythrocephalus
Q55114833,Edolisoma-insperatum
Q2667592,Coracina-longicauda
Q1259140,Scytalopus-femoralis
Q1304486,Turdoides-bicolor
Q1262569,Contopus-lugubris
Q26742,Aythya-ferina
Q760693,Amazilia-franciae
Q197959,Ifrita-kowaldi
Q15023998,Sicalis-mendozae
Q27907741,Pseudosaltator-rufiventris
Q27075802,Crithagra-capistrata
Q742780,Anurolimnas-castaneiceps
Q746339,Passer-pyrrhonotus
Q898450,Enicurus-ruficapillus
Q31829,Rhyticeros-undulatus
Q1091313,Stachyris-erythroptera
Q694756,Cinnyricinclus-leucogaster
Q907237,Mergus-octosetaceus
Q1269036,Myrmotherula-behni
Q3259573,Oriolus-decipiens
Q3514702,Nystalus-striatipectus
Q275591,Dendrocoptes-medius
Q26135,Bombycilla-garrulus
Q842515,Grallaricula-loricata
Q843185,Eudromia-elegans
Q62395697,Aethomyias-rufescens
Q3117590,Sicalis-citrina
Q1264480,Ducula-pistrinaria
Q998275,Crax-alector
Q1067850,Pteroglossus-viridis
Q784919,Eulampis-jugularis
Q1588405,Dives-dives
Q27076000,Basileuterus-melanotis
Q669689,Prioniturus-waterstradti
Q1316266,Sericulus-bakeri
Q1029788,Cranioleuca-albiceps
Q1262057,Turnix-suscitator
Q303233,Tauraco-hartlaubi
Q1193343,Podiceps-major
Q1272591,Nothoprocta-curvirostris
Q387379,Anhinga-rufa
Q2096782,Progne-sinaloae
Q1587899,Loxigilla-noctis
Q1586939,Campylorhynchus-jocosus
Q27075642,Muscicapa-dauurica
Q819464,Lonchura-kelaarti
Q1300584,Lonchura-bicolor
Q1266101,Pyriglena-leucoptera
Q2454690,Aethopyga-saturata
Q1264536,Ptilinopus-cinctus
Q27075892,Leiothlypis-luciae
Q27075576,Zosterops-melanocephalus
Q27074957,Eupsittula-canicularis
Q617427,Hydrornis-baudii
Q27075782,Haemorhous-purpureus
Q1261465,Picumnus-fuscus
Q81901728,Chrysophlegma-miniaceum
Q3121257,Sporophila-corvina
Q1301745,Climacteris-melanurus
Q1269054,Thamnophilus-schistaceus
Q81901883,Guyramemua-affine
Q1050992,Acrocephalus-sechellensis
Q124759,Tanysiptera-riedelii
Q1307790,Batis-orientalis
Q533356,Ducula-myristicivora
Q27220,Emberiza-calandra
Q27074864,Psilopogon-pulcherrimus
Q1261334,Herpsilochmus-roraimae
Q1923378,Zosterornis-latistriatus
Q853470,Sericulus-chrysocephalus
Q2077795,Macronus-striaticeps
Q1302651,Euphonia-finschi
Q1266353,Selenidera-reinwardtii
Q1585695,Pogonocichla-stellata
Q941526,Pseudocalyptomena-graueri
Q12255839,Cinnyris-hofmanni
Q15411493,Ficedula-riedeli
Q62168788,Helopsaltes-pleskei
Q3231521,Garrulax-milleti
Q3314677,Enicurus-immaculatus
Q478632,Lonchura-malacca
Q1306900,Lipaugus-uropygialis
Q27075383,Melaniparus-rufiventris
Q26012,strigidae
Q3315562,Saltator-similis
Q12258041,Furnarius-longirostris
Q27075427,Pycnonotus-snouckaerti
Q1260133,Monasa-morphoeus
Q3726378,Paradoxornis-flavirostris
Q1317375,Batis-capensis
Q2667834,Cyanocorax-heilprini
Q1259271,Petrophassa-albipennis
Q909086,Doricha-enicura
Q291214,Lorius-chlorocercus
Q547920,Nesoctites-micromegas
Q899144,Scytalopus-novacapitalis
Q425643,Cotinga-cayana
Q28919231,Mazaria-propinqua
Q241078,Asio-madagascariensis
Q27075847,Crithagra-melanochroa
Q27075869,Spinus-xanthogastrus
Q3302095,Phylloscopus-herberti
Q591808,Ducula-perspicillata
Q27075743,Carpodacus-waltoni
Q863066,Ninox-affinis
Q2668244,Niltava-davidi
Q1092052,Todiramphus-gambieri
Q281874,Gyps-africanus
Q285064,Tockus-deckeni
Q1078237,Penelope-jacucaca
Q748236,Diomedea-epomophora
Q649940,Starnoenas-cyanocephala
Q1585874,Actinodura-morrisoniana
Q27075630,Turdus-smithi
Q640693,Todus-angustirostris
Q795548,Zosterops-somadikartai
Q130241,Rhynchostruthus-percivali
Q25404,Cyanistes-caeruleus
Q15616389,Cyanocorax-luxuosus
Q166985,Cardinalis-sinuatus
Q3116828,Geokichla-camaronensis
Q3235826,Eremopterix-australis
Q840107,Symposiachrus-trivirgatus
Q851570,Galerida-theklae
Q1274499,Rhegmatorhina-melanosticta
Q1304401,Pachyramphus-homochrous
Q258783,Alophoixus-finschii
Q31874728,Lamprolia-klinesmithi
Q1268477,Trogon-massena
Q666847,Rallus-antarcticus
Q27075844,Crithagra-burtoni
Q1303340,Pachyramphus-minor
Q3727251,Xiphorhynchus-chunchotambo
Q27160,Larus-fuscus
Q1271783,Rallus-longirostris
Q62083536,Pterorhinus-woodi
Q21965805,Eleothreptus-candicans
Q21416306,Ceyx-sacerdotis
Q369680,Centropus-phasianinus
Q520013,Daptrius-ater
Q1050501,Merops-revoilii
Q3726395,Prinia-buchanani
Q574693,Theristicus-caudatus
Q1589003,Turdus-chrysolaus
Q1267205,Hemitriccus-nidipendulus
Q843182,Casuarius-unappendiculatus
Q760439,Dicrurus-andamanensis
Q611926,Spizella-pusilla
Q844631,Carpodectes-hopkei
Q1306678,Sporophila-bouvronides
Q16326572,Artemisiospiza-nevadensis
Q546599,Eurystomus-gularis
Q1264645,Busarellus-nigricollis
Q631350,Notiochelidon-cyanoleuca
Q1036824,Hirundo-lucida
Q1270583,Tolmomyias-flaviventris
Q127903,Pterocles-exustus
Q151851,Oena-capensis
Q913777,Charadrius-placidus
Q1264029,Dendrortyx-barbatus
Q787686,Pycnonotus-xanthorrhous
Q1273787,Fregetta-tropica
Q1269383,Phaethornis-malaris
Q1972667,Orthotomus-cinereiceps
Q2918154,Streptocitta-albicollis
Q11950475,Cinnyris-abbotti
Q1590824,Vireo-brevipennis
Q848617,Neopsephotus-bourkii
Q2841436,Amazona-tresmariae
Q232616,Nigrita-bicolor
Q2226177,Myrmecocichla-arnotti
Q1275373,Odontophorus-dialeucos
Q27075236,Caligavis-subfrenata
Q2225380,Ficedula-nigrorufa
Q1300815,Icterus-chrysater
Q883006,Polioptila-caerulea
Q2637243,Tangara-chrysotis
Q1309449,Pomatorhinus-gravivox
Q650114,Cettia-cetti
Q775985,Vermivora-chrysoptera
Q28863268,Hafferia-fortis
Q1050843,Hypsipetes-crassirostris
Q193337,Nestor-notabilis
Q17560755,Sirystes-subcanescens
Q931191,Petroica-phoenicea
Q1002093,Treron-floris
Q728465,Myiagra-vanikorensis
Q1268282,Attagis-gayi
Q576802,Merops-hirundineus
Q1260299,Glaucidium-castanotum
Q3181493,Monarcha-frater
Q2229825,Amphispiza-quinquestriata
Q908219,Lamprotornis-mevesii
Q1234856,Quiscalus-mexicanus
Q943451,Leptotila-jamaicensis
Q837572,Zimmerius-vilissimus
Q1262358,Formicivora-grantsaui
Q1036828,Hirundo-nigrita
Q26597,Clangula-hyemalis
Q661929,Doryfera-johannae
Q2603050,Circus-hudsonius
Q1304721,Pachyramphus-spodiurus
Q27075822,Crithagra-mozambica
Q98108597,grallaria-alvarezi
Q1271590,Turacoena-modesta
Q3182178,Colluricincla-boweri
Q127890,Syrrhaptes-tibetanus
Q1258056,Acrocephalus-australis
Q127886,Pterocles-coronatus
Q27075179,Philohydor-lictor
Q1269327,Sarothrura-rufa
Q2226833,Prinia-bairdii
Q3320957,Lalage-polioptera
Q2927913,Chlorocichla-simplex
Q2667873,Napothera-epilepidota
Q127902,Accipiter-poliogaster
Q26717,Caprimulgus-europaeus
Q3377064,Otus-everetti
Q368609,Sternoclyta-cyanopectus
Q2224714,Rhipidura-hyperythra
Q1110083,Halcyon-coromanda
Q4764,Grus-grus
Q1065147,Eupetes-macrocerus
Q767506,Oenanthe-bottae
Q1265260,Sternula-saundersi
Q12264004,Myrmotherula-luctuosa
Q3469622,Aerodramus-ceramensis
Q1588767,Dacnis-berlepschi
Q510226,Coeligena-wilsoni
Q1061897,Zosterops-borbonicus
Q1591239,Cyornis-tickelliae
Q1273521,Asthenes-flammulata
Q116986,Cyornis-banyumas
Q216850,Calonectris-diomedea
Q27075661,Heteroxenicus-stellatus
Q864823,Phoenicurus-frontalis
Q206130,Luscinia-luscinia
Q1087212,Aegolius-ridgwayi
Q905824,Tarsiger-hyperythrus
Q1270495,Piaya-cayana
Q55115577,Cyornis-pallidipes
Q900078,Ficedula-superciliaris
Q27074898,Dendropicos-elliotii
Q420729,Egretta-picata
Q1259116,Grallaria-milleri
Q1585727,Oriolus-bouroensis
Q1261866,Phyllomyias-plumbeiceps
Q721761,Mundia-elpenor
Q834843,Archilochus-colubris
Q2224249,Philemon-meyeri
Q3114786,Sicalis-taczanowskii
Q1304946,Sylvietta-leucophrys
Q3071774,Batrachostomus-affinis
Q1269813,Myrmotherula-minor
Q27075402,Eremopterix-hova
Q28922055,Argya-malcolmi
Q874907,Myrmornis-torquata
Q796659,Xiphocolaptes-falcirostris
Q264500,Cyanoramphus-ulietanus
Q27074763,Hydropsalis-cayennensis
Q636452,Charadrius-obscurus
Q204055,Sayornis-saya
Q648836,Phalacrocorax-penicillatus
Q27074588,Fregetta-maoriana
Q841860,Grallaria-carrikeri
Q1259233,Synallaxis-stictothorax
Q1055832,Psittacula-longicauda
Q2832187,Fulvetta-danisi
Q1262539,Knipolegus-lophotes
Q28106807,Spatula-hottentota
Q2469246,Cephalopterus-ornatus
Q1300662,Icterus-nigrogularis
Q18926,Coccyzus-merlini
Q31874551,Sporophila-morelleti
Q568512,Terpsiphone-paradisi
Q32840,Milvus-aegyptius
Q927398,Psephotus-haematonotus
Q13553849,Orthotomus-chaktomuk
Q264243,Tijuca-atra
Q737873,Ploceus-nigrimentus
Q532646,Lathrotriccus-euleri
Q15711338,Eurostopodus-nigripennis
Q1315452,Orthonyx-spaldingii
Q248025,Tigrisoma-mexicanum
Q2927903,Bleda-canicapillus
Q28917181,Leistes-bellicosus
Q997394,Ailuroedus-buccoides
Q909198,Phyllastrephus-terrestris
Q2226581,Sheppardia-montana
Q27075162,Pogonotriccus-orbitalis
Q1587813,Anthus-hellmayri
Q1923594,Vidua-hypocherina
Q15879807,Eurostopodus-exul
Q592594,Strix-fulvescens
Q1585636,Thryothorus-ludovicianus
Q28834698,Lalage-fimbriata
Q1265058,Sphyrapicus-nuchalis
Q28450,Tringa-ochropus
Q2927922,Baeopogon-indicator
Q1308348,Spelaeornis-caudatus
Q913115,Ducula-goliath
Q2225685,Cisticola-njombe
Q2667846,Eremopterix-signatus
Q277782,Ptilinopus-superbus
Q860730,Nothoprocta-perdicaria
Q1193326,Prunella-koslowi
Q1704238,Carterornis-leucotis
Q498183,Ardeola-speciosa
Q2225715,Zosterops-ceylonensis
Q839834,Pheucticus-ludovicianus
Q2225401,Rhipidura-rennelliana
Q2669759,Arremonops-rufivirgatus
Q27075410,Calendulauda-albescens
Q27075377,Melaniparus-albiventris
Q907476,Anthus-crenatus
Q55112189,Sylvia-atriceps
Q1923475,Sheppardia-cyornithopsis
Q1259019,Chaetura-meridionalis
Q244137,Ptilinopus-nainus
Q25187613,Paludipasser-locustella
Q939323,Artamus-monachus
Q62080568,Pterorhinus-ruficeps
Q917586,Dendrocygna-eytoni
Q28846363,Kurochkinegramma-hypogrammicum
Q510465,Anas-chlorotis
Q1270857,Sakesphorus-canadensis
Q1263035,Xolmis-salinarum
Q928415,Sitta-tephronota
Q796741,Chrysococcyx-lucidus
Q481672,Acanthiza-ewingii
Q27075848,Crithagra-leucoptera
Q979488,Charadrius-wilsonia
Q1305212,Icterus-pustulatus
Q1262585,Phylloscartes-virescens
Q18854,Numenius-arquata
Q15943245,Zimmerius-minimus
Q372465,Cinclus-leucocephalus
Q1269475,Leptasthenura-platensis
Q2226121,Chalcomitra-rubescens
Q290672,Psarocolius-bifasciatus
Q3180758,Sporophila-americana
Q26657,Regulus-regulus
Q1585047,Graminicola-bengalensis
Q614050,Turdus-rufitorques
Q2225222,Cisticola-pipiens
Q891225,Telophorus-zeylonus
Q2008348,Hypothymis-helenae
Q841136,Pseudotriccus-pelzelni
Q1306151,Melaenornis-ardesiacus
Q1272222,Geococcyx-velox
Q25399,Motacilla-alba
Q1300762,Anomalospiza-imberbis
Q1264712,Charadrius-collaris
Q1307511,Batis-mixta
Q266813,Falco-cuvierii
Q1074116,Heliangelus-mavors
Q1923422,Xanthomixis-apperti
Q941562,Lophornis-pavoninus
Q1273672,Elaenia-martinica
Q694509,Corvus-caurinus
Q1268880,Epinecrophylla-ornata
Q3367025,Geothlypis-velata
Q1266895,Rhinoptilus-cinctus
Q22117249,Terpsiphone-affinis
Q2447808,Acridotheres-grandis
Q1055855,Polihierax-insignis
Q177688,Falco-rusticolus
Q10757972,Edolisoma-incertum
Q1063255,Pyroderus-scutatus
Q3410305,Ptilinopus-mangoliensis
Q2224647,Symposiachrus-brehmii
Q27075839,Crithagra-reichardi
Q1267728,Asthenes-griseomurina
Q27075633,Cercotrichas-barbata
Q1259151,Leptotila-ochraceiventris
Q27075089,Erythropitta-macklotii
Q201300,Melanitta-fusca
Q742201,Oriolus-xanthonotus
Q1262895,Automolus-infuscatus
Q1263241,Vanellus-superciliosus
Q1922967,Psophodes-nigrogularis
Q1090032,Sapayoa-aenigma
Q27075852,Linaria-cannabina
Q795500,Gallicolumba-tristigmata
Q27074872,Psilopogon-haemacephalus
Q110257291,Gypsophila-crispifrons
Q73833,Aethopyga-temminckii
Q1300691,Acanthiza-katherina
Q838749,Cyanocitta-stelleri
Q2667868,Garrulax-palliatus
Q2226742,Sporophila-simplex
Q27036540,Macropygia-macassariensis
Q2225831,Toxostoma-redivivum
Q2226487,Cisticola-robustus
Q494983,Grus-monacha
Q27074755,Setopagis-parvula
Q1158221,Passer-diffusus
Q1308692,Batis-perkeo
Q191723,Aythya-nyroca
Q2225318,Phyllergates-cucullatus
Q27075430,Arizelocichla-montana
Q62092102,Turdoides-rufocinctus
Q1589837,Ramphocoris-clotbey
Q594974,Ochthoeca-leucophrys
Q1273597,Brachygalba-salmoni
Q1002574,Phalacrocorax-capensis
Q1059545,Ninox-connivens
Q27075608,Lamprotornis-fischeri
Q48798163,Malurus-assimilis
Q1301481,Diglossa-plumbea
Q1264739,Aegotheles-bennettii
Q3047433,Euphonia-mesochrysa
Q828544,Eclectus-roratus
Q1260350,Stactolaema-whytii
Q1133750,Pica serica
Q3302619,Mino-anais
Q930738,Porzana-tabuensis
Q863202,Columba-vitiensis
Q1263443,Synallaxis-scutata
Q1311227,Tchagra-jamesi
Q217494,Eudyptes-chrysolophus
Q1274141,Ramphotrigon-ruficauda
Q1591852,Dendrocitta-leucogastra
Q55112168,Iole-viridescens
Q27075075,Erythropitta-rubrinucha
Q3136317,Atticora-melanoleuca
Q578615,Gymnobucco-bonapartei
Q73854,Brachypteryx-leucophris
Q1266445,Mulleripicus-pulverulentus
Q1268027,Synallaxis-moesta
Q15707879,Hypocnemis-rondoni
Q11842346,Cisticola-distinctus
Q1264439,Crypturellus-tataupa
Q22285613,Todiramphus-pelewensis
Q903003,Myiopagis-olallai
Q1062575,Oceanodroma-castro
Q1269665,Myrmotherula-multostriata
Q45974,Haliaeetus-leucogaster
Q74228,Pheugopedius-rutilus
Q28874524,Leistes-defilippii
Q129958,Athene-noctua
Q940831,Uroglaux-dimorpha
Q28916236,Phylloscopus-valentini
Q3315166,Atlapetes%20albinucha
Q2673582,Cossypha-dichroa
