wikidata_id,xeno_canto_id
Q1193374,Batara-cinerea
Q73741,Amandava-amandava
Q1303291,Oriolus-phaeochromus
Q27075736,Agraphospiza rubescens
Q905873,Tarsiger-indicus
Q760373,Forpus-conspicillatus
Q27075543,Trochalopteron-formosum
Q387494,Otus-sagittatus
Q2224713,Rhipidura-teysmanni
Q1059641,Chrysococcyx-minutillus
Q27075470,Horornis-vulcanius
Q754662,Columba-rupestris
Q1051641,Lorius-garrulus
Q933705,Rollandia-microptera
Q2858123,Apalis-thoracica
Q1074476,Haliaeetus-ichthyaetus
Q917114,Thlypopsis-inornata
Q570129,Lepidothrix-isidorei
Q27075795,Crithagra-concolor
Q1271347,Leptotila-rufaxilla
Q1265929,Picumnus-albosquamatus
Q22285064,Todiramphus-colonus
Q519946,Dendrocygna-arcuata
Q3231578,Pachycephala-nudigula
Q62168641,Helopsaltes-fasciolatus
Q1301813,Dicrurus-atripennis
Q1923214,Pachycephala-fulvotincta
Q873459,Oreotrochilus-chimborazo
Q1037950,Pericrocotus-cantonensis
Q283458,Limosa-haemastica
Q1441615,Philentoma-pyrhoptera
Q938414,Amytornis-barbatus
Q18046732,Sclerurus-obscurior
Q1944830,Colinus-leucopogon
Q392139,Egretta-tricolor
Q838348,Caprimulgus-fraenatus
Q27075005,Psittacara-leucophthalmus
Q31941,Caprimulgus-macrurus
Q1265821,Hylexetastes-stresemanni
Q1274580,Harpactes-fasciatus
Q1091338,Turdoides-leucocephala
Q921335,Bucanetes mongolicus
Q1588111,Cyanocorax-violaceus
Q3728761,Orthotomus-frontalis
Q12267348,Setophaga-aestiva
Q1576679,Geranoaetus-polyosoma
Q501733,Polemaetus-bellicosus
Q649173,Pterophanes-cyanopterus
Q1271505,Phaethornis-longuemareus
Q1305251,Leucosticte-atrata
Q715710,Accipiter-badius
Q1037477,Pnoepyga-albiventer
Q1077281,Circus-maurus
Q777683,Microeca-papuana
Q1590538,Anthus-rufulus
Q541793,Uraeginthus-angolensis
Q174466,Aegolius-funereus
Q1266128,Phyllomyias-nigrocapillus
Q3591452,Oxyura-ferruginea
Q1266720,Lampornis-amethystinus
Q1263546,Centropus-leucogaster
Q1262496,Aerodramus-mearnsi
Q28106778,Spatula-discors
Q1273528,Phyllomyias-virescens
Q21097372,Porphyrio-pulverulentus
Q254636,Pavo-muticus
Q1273255,Campethera-mombassica
Q390328,Micronisus-gabar
Q769515,Eudynamys-melanorhynchus
Q1308783,Batis-senegalensis
Q62090214,Ianthocincla-cineracea
Q1269064,Oceanodroma-melania
Q1881975,Acridotheres-melanopterus
Q1930749,Turdoides-reinwardtii
Q1265686,Nyctibius-maculosus
Q1262817,Talegalla-jobiensis
Q639029,Columba-albinucha
Q10748929,Cisticola-cinnamomeus
Q26844,Meleagris-gallopavo
Q1086548,Cotinga-maculata
Q790679,Amazilia-castaneiventris
Q31866,Apus-pacificus
Q2922484,Bradypterus-lopezi
Q31873827,Urochroa-leucura
Q540372,Prodotiscus-insignis
Q15707910,Aethopyga-decorosa
Q27685515,Goura-sclaterii
Q371405,Brotogeris-chrysoptera
Q944602,Scepomycter-winifredae
Q997393,Basilinna-leucotis
Q3121388,Stipiturus-ruficeps
Q28916938,Cyanoderma-ruficeps
Q28916312,Phylloscopus-whistleri
Q753755,Metopidius-indicus
Q27075316,Vireo-sclateri
Q940937,Neopipo-cinnamomea
Q5429005,Garrulax-castanotis
Q1264360,Asthenes-wyatti
Q1264466,Muscisaxicola-fluviatilis
Q1084579,Reinwardtoena-reinwardti
Q882929,Amazona-finschi
Q1274513,Asthenes-anthoides
Q786566,Coracias-spatulatus
Q634448,Passer-ammodendri
Q10757976,Edolisoma-montanum
Q339695,Lycocorax-pyrrhopterus
Q27074827,Rhabdotorrhinus-waldeni
Q2225977,Cinnyris-pulchellus
Q2568429,Arborophila-rolli
Q3060449,Euplectes-diadematus
Q2226426,Sporophila-intermedia
Q2927886,Phyllastrephus-alfredi
Q27074977,Aratinga-maculata
Q2225696,Cisticola-dambo
Q1591908,Leptocoma-sperata
Q27434,Melanitta-nigra
Q841830,Metabolus-rugensis
Q27075381,Melaniparus-funereus
Q1590674,Eremopterix-griseus
Q3116418,Pachycephala-melanura
Q268544,Agriornis-murinus
Q1262783,Scelorchilus-rubecula
Q863095,Oculocincta-squamifrons
Q1305454,Cinnyris-minullus
Q535625,Laterallus-exilis
Q934735,Sphyrapicus-varius
Q377733,Ramphocaenus-melanurus
Q1270622,Ducula-lacernulata
Q1259198,Knipolegus-signatus
Q2579959,Corvus-torquatus
Q612293,Crossleyia-xanthophrys
Q692644,Haematopus-palliatus
Q265026,Megascops-choliba
Q791101,Zaratornis-stresemanni
Q281744,Melithreptus-albogularis
Q263426,Burhinus-vermiculatus
Q748062,Pycnonotus-tricolor
Q698197,Anabacerthia-variegaticeps
Q230837,Circus-macrourus
Q485438,Estrilda-poliopareia
Q28114133,Antigone-canadensis
Q875931,Dicaeum-aeruginosum
Q1092562,Microligea-palustris
Q1262423,Ptilopachus-petrosus
Q1301841,Androphobus-viridis
Q457267,Sula-nebouxii
Q1270195,Selenidera-maculirostris
Q549247,Anthracothorax-mango
Q737788,Calidris-ptilocnemis
Q605496,Myophonus-blighi
Q1259472,Myrmotherula-iheringi
Q1270918,Philydor-erythrocercum
Q1299703,Corvus-bennetti
Q571268,Stercorarius-maccormicki
Q27075919,Setophaga-fusca
Q27075715,Gymnoris-dentata
Q459267,Pharomachrus-mocinno
Q1261990,Laterallus-levraudi
Q768646,Tangara-vassorii
Q1302170,Gerygone-palpebrosa
Q201461,Coloeus-dauuricus
Q949603,Corvus-albus
Q1270324,Picumnus-limae
Q593384,Nesillas-aldabrana
Q27074631,Hieraaetus-morphnoides
Q378449,Fulica-alai
Q374107,Zoothera-marginata
Q36197,Lonchura-punctulata
Q650277,Geopelia-placida
Q27452479,Antigone-vipio
Q28828039,Cercomacroides-tyrannina
Q774363,Heliactin-bilophus
Q368657,Melanerpes-formicivorus
Q942728,Chiroxiphia-linearis
Q3595570,Cinnyris-lotenius
Q1274029,Buteogallus-schistaceus
Q313390,Gerygone-igata
Q27075532,Trochalopteron-morrisonianum
Q1318638,Carpospiza-brachydactyla
Q2225392,Arizelocichla-nigriceps
Q1259605,Inezia-inornata
Q1587579,Oriolus-mellianus
Q14908008,Aphelocoma-woodhouseii
Q339273,Esacus-magnirostris
Q1314731,Hyliota-flavigaster
Q325356,Paradisaea-apoda
Q767101,Aramidopsis-plateni
Q27075872,Spinus-magellanicus
Q764171,Gorsachius-melanolophus
Q600779,Catamenia-homochroa
Q12843886,Phaethornis-mexicanus
Q28484,Milvago-chimachima
Q1270367,Ninox-meeki
Q27548,Aerodramus-nuditarsus
Q629462,Erythrura-regia
Q3080103,Furnarius-cinnamomeus
Q27074835,Psilopogon-lineatus
Q1924773,Vidua-obtusa
Q21191122,Locustella-idonea
Q390289,Camarhynchus-heliobates
Q27075297,Telophorus-cruentus
Q1267425,Synallaxis-macconnelli
Q1589744,Platysmurus-leucopterus
Q17525050,Emberiza-goslingi
Q1260099,Elaenia-dayi
Q786784,Pyrrhula murina
Q1266081,Gallinago-paraguaiae
Q1271449,Synallaxis-unirufa
Q1259890,Megascops-albogularis
Q1305205,Icterus-graduacauda
Q757000,Atlantisia-rogersi
Q27074859,Psilopogon-incognitus
Q21364384,Sittiparus-castaneoventris
Q1264191,Ducula-oceanica
Q559959,Pterodroma-externa
Q27075119,Rhopias-gularis
Q1271493,Phaethornis-anthophilus
Q31774,Aphantochroa-cirrochloris
Q868051,Clytolaema-rubricauda
Q2718656,Stelgidopteryx-ruficollis
Q12265905,Phylloscopus-examinandus
Q729421,Ducula-cineracea
Q62079927,Pterorhinus-galbanus
Q842310,Ploceus-spekei
Q2225207,Timeliopsis-fulvigula
Q1266113,Ortalis-poliocephala
Q28862259,Aprositornis-disjuncta
Q27074924,Leuconotopicus-arizonae
Q19826829,Pachycephala-richardsi
Q28823771,Cercomacroides-laeta
Q27074720,Alopecoenas-canifrons
Q944938,Cacicus-solitarius
Q3314713,Ammodramus%20humeralis
Q599921,Hylocichla-mustelina
Q216836,Pluvialis-dominica
Q1269095,Lybius-minor
Q972384,Vanellus-lugubris
Q1543890,Tangara-chilensis
Q948764,Petroica-multicolor
Q1837277,Rhabdornis-mystacalis
Q2608098,Edolisoma-salomonis
Q790622,Corythaixoides-concolor
Q385972,Turnix-velox
Q1017426,Crypturellus-cinnamomeus
Q899810,Pucrasia-macrolopha
Q758663,Lewinia-muelleri
Q3315557,Cisticola-galactotes
Q18851,Charadrius-dubius
Q1194261,Calamospiza-melanocorys
Q376290,Poecile-superciliosus
Q886520,Aulacorhynchus-haematopygus
Q1259861,Phylloscartes-sylviolus
Q1586105,Conirostrum-ferrugineiventre
Q20830886,Pternistis-swainsonii
Q1305603,Euplectes-capensis
Q2984155,Leptotila-battyi
Q16748022,Hemitriccus-cohnhafti
Q27075195,Pachyramphus-xanthogenys
Q1139106,Synthliboramphus-craveri
Q1269019,Dendrortyx-macroura
Q656228,Xenoperdix-udzungwensis
Q2225525,Apalis-personata
Q1300729,Acanthiza-uropygialis
Q777355,Pytilia-phoenicoptera
Q62359,Calidris-maritima
Q1261775,Muscisaxicola-griseus
Q1067539,Sipodotus-wallacii
Q1930587,Anthreptes-seimundi
Q1273082,Picoides-dorsalis
Q1266023,Drymophila-genei
Q944609,Boissonneaua-jardini
Q3726858,Pellorneum-buettikoferi
Q2998691,Hierococcyx-bocki
Q636532,Myrmotherula-axillaris
Q2667779,Petrochelidon-rufocollaris
Q752398,Vanellus-indicus
Q27074632,Haliaeetus-humilis
Q122868,Colibri-serrirostris
Q31965,Halcyon-cyanoventris
Q3117547,Sicalis-lutea
Q820438,Megascops-hoyi
Q2226510,Cisticola-aridulus
Q559883,Bucanetes githagineus
Q1301300,Icterus-abeillei
Q28828076,Horornis-canturians
Q25377,Apus-apus
Q605720,Aplonis-metallica
Q941879,Epthianura-albifrons
Q795543,Zosterops-nehrkorni
Q27074799,Corythornis-leucogaster
Q669888,Mniotilta-varia
Q27075515,Laticilla-burnesii
Q3002238,Turdoides-tenebrosa
Q1028439,Laniarius-barbarus
Q745262,Eudyptes-schlegeli
Q832564,Blythipicus-rubiginosus
Q1259556,Micropygia-schomburgkii
Q1588664,Periporphyrus-erythromelas
Q1268746,Pterodroma-solandri
Q898027,Psophodes-olivaceus
Q750063,Ptiloprora-guisei
Q420379,Malurus-melanocephalus
Q2940164,Ducula-subflavescens
Q660103,Petroica-bivittata
Q1262303,Caprimulgus-stellatus
Q1188364,Phainopepla-nitens
Q1151437,Cranioleuca-subcristata
Q229408,Falco-naumanni
Q1067564,Ortalis-canicollis
Q18857,Charadrius-leschenaultii
Q2667880,Malacopteron-magnum
Q1409464,Oreothlypis-gutturalis
Q969006,Campylorhynchus-brunneicapillus
Q938692,Hirundo-neoxena
Q27075627,Zoothera-griseiceps
Q1260228,Atthis-heloisa
Q1587849,Drymodes-brunneopygia
Q1063957,Perdix-hodgsoniae
Q843120,Caloenas-maculata
Q1265609,Asthenes-harterti
Q904167,Poliocephalus-poliocephalus
Q2225661,Cisticola-brachypterus
Q2828923,Illadopsis-rufipennis
Q616424,Parmoptila-rubrifrons
Q1266107,Dendrocincla-fuliginosa
Q1588010,Lamprotornis-splendidus
Q1270932,Scytalopus-bolivianus
Q1260684,Chalcostigma-herrani
Q224151,Spheniscus-humboldti
Q1590952,Prinia-socialis
Q2667906,Eremomela-flavicrissalis
Q2224538,Cyphorhinus-phaeocephalus
Q841635,Geokichla-piaggiae
Q667395,Musophaga-violacea
Q740520,Geositta-peruviana
Q3389101,Piranga-lutea
Q25961,Alauda-arvensis
Q1273402,Ochthoeca-piurae
Q3314552,Aethopyga-pulcherrima
Q755653,Anser-canagicus
Q27075857,Chrysocorythus-estherae
Q57507936,Campylopterus-calcirupicola
Q1274112,Halcyon-badia
Q15707861,Aethopyga-magnifica
Q944945,Pipile-jacutinga
Q2652416,Turdus-maranonicus
Q1269881,Attila-spadiceus
Q913760,Crossoptilon-crossoptilon
Q7931628,Emberiza-vincenti
Q1923372,Symposiachrus-barbatus
Q1264370,Ninox-odiosa
Q27075882,Parkesia-motacilla
Q1267748,Ninox-japonica
Q1262486,Trogon-citreolus
Q1270532,Charadrius-javanicus
Q658363,Grallaria-nuchalis
Q12252777,Acrocephalus-musae
Q882973,Pyrrhura-cruentata
Q840174,Thamnophilus-palliatus
Q1300667,Icterus-jamacaii
Q529238,Xenoligea-montana
Q28922092,Argya-squamiceps
Q1586820,Diglossa-humeralis
Q633057,Nesoclopeus-poecilopterus
Q510118,Crypturellus-undulatus
Q10509858,Philemon-kisserensis
Q1270221,Campephilus-pollens
Q1266573,Cyanoramphus-saisseti
Q2832194,Fulvetta-formosana
Q1311532,Hylacola-cauta
Q3026839,Dicaeum-pectorale
Q543291,Thamnophilus-unicolor
Q730091,Apteryx-haastii
Q278819,Orthogonys-chloricterus
Q1036497,Psittacula-himalayana
Q204001,Megascops-petersoni
Q582976,Vireo-olivaceus
Q1923155,Zosterops-mysorensis
Q775195,Tarsiger-chrysaeus
Q27075501,Bradypterus-brunneus
Q389505,Larus-cachinnans
Q1265138,Tyto-soumagnei
Q1268092,Piculus-chrysochloros
Q1263615,Uromyias-agilis
Q26407,Buteo-lagopus
Q1588820,Sphecotheres-vieilloti
Q1310326,Schiffornis-virescens
Q628149,Coracias-naevius
Q2225125,Myiagra-ruficollis
Q1588281,Phaenicophilus-palmarum
Q62018045,Zosterops-stuhlmanni
Q657638,Oryzoborus-angolensis
Q998495,Ciconia-boyciana
Q3726814,Icterus-portoricensis
Q321267,Tachymarptis-melba
Q797575,Bycanistes-albotibialis
Q1263488,Dendropicos-griseocephalus
Q763116,Gorsachius-goisagi
Q891994,Histurgops-ruficauda
Q27074649,Porphyriops-melanops
Q1923120,Zosterops-metcalfii
Q62132462,Cincloramphus-rufus
Q1587835,Peneothello-cryptoleuca
Q1266827,Megascops-watsonii
Q1274887,Scytalopus-petrophilus
Q3114667,Thlypopsis-pectoralis
Q3181476,Monarcha-richardsii
Q1065091,Amazilia-edward
Q1300151,Melanodryas-vittata
Q1267391,Apus-acuticauda
Q1262855,Buteo-ventralis
Q1237607,Strix-nivicolum
Q1314178,Emberiza-pallasi
Q19068,Tympanuchus-phasianellus
Q477691,Lophotibis-cristata
Q1267098,Macropygia-nigrirostris
Q1590382,Pitohui-kirhocephalus
Q1083204,Cyanomitra-olivacea
Q3117538,Thlypopsis-ruficeps
Q1587526,Acrocephalus-sorghophilus
Q1270514,Phyllomyias-burmeisteri
Q1262561,Ptilinopus-richardsii
Q3116428,Ramphocelus-passerinii
Q653049,Centropus-bengalensis
Q2225744,Cisticola-rufilatus
Q27075412,Calendulauda-burra
Q141801,Pyrilia-aurantiocephala
Q614549,Pycnonotus-flavescens
Q3314694,Anthoscopus-musculus
Q1317241,Passer-motitensis
Q29249,Chordeiles-rupestris
Q1445158,Anthus-berthelotii
Q1272909,Formicivora-grisea
Q3727037,Arses-lorealis
Q2225117,Apalis-melanocephala
Q1259739,Celeus-elegans
Q917150,Cepphus-carbo
Q906495,Elaenia-ruficeps
Q21973758,Erythrura-gouldiae
Q578155,Xenornis-setifrons
Q1264169,Charmosyna-rubronotata
Q837761,Locustella-lanceolata
Q780365,Pterodroma-incerta
Q2668021,Oriolia-bernieri
Q917084,Myioborus-melanocephalus
Q1302882,Pachycephala-orpheus
Q1268116,Caprimulgus-tristigma
Q934147,Chlamydera-maculata
Q55632085,Thamnistes-rufescens
Q240367,Hemispingus-superciliaris
Q1272090,Alectroenas-pulcherrimus
Q839854,Papasula-abbotti
Q1140441,Asthenes-perijana
Q875860,Myiodynastes-maculatus
Q3117469,Sporophila-telasco
Q3382384,Melanerpes-santacruzi
Q786840,Callipepla-squamata
Q27075880,Spinus-spinescens
Q973152,Treron-apicauda
Q592956,Semnornis-ramphastinus
Q1302526,Stagonopleura-oculata
Q2224922,Myzomela-melanocephala
Q756643,Falco-novaeseelandiae
Q704081,Puffinus-mauretanicus
Q27075367,Machlolophus-spilonotus
Q1589691,Chrysomus-icterocephalus
Q621833,Serinus-pusillus
Q1588583,Anisognathus-melanogenys
Q1586230,Emberiza-fucata
Q860927,Chlorospingus-inornatus
Q1271939,Crypturellus-variegatus
Q18596318,Sarcophanops-samarensis
Q1266700,Myiotheretes-fuscorufus
Q1082851,Phaenostictus-mcleannani
Q27075917,Setophaga-castanea
Q1316067,Passer-suahelicus
Q903017,Grallaria-ruficapilla
Q508272,Coracina-macei
Q781915,Eudynamys-orientalis
Q607024,Oceanites-oceanicus
Q1263508,Eriocnemis-godini
Q844186,Pycnopygius-ixoides
Q1586998,Myioborus-albifacies
Q2672900,Phylloscopus-nitidus
Q1269195,Drymophila-rubricollis
Q1091756,Geotrygon-caniceps
Q21191198,Rhopophilus-albosuperciliaris
Q672438,Macropygia-magna
Q1151271,Caprimulgus-clarus
Q1062434,Turdus-albocinctus
Q1266380,Phalacrocorax-neglectus
Q839535,Clamator-jacobinus
Q501063,Pycnonotus-jocosus
Q430653,Jubula-lettii
Q116670,Nisaetus-cirrhatus
Q840092,Grallaria-watkinsi
Q10809431,Psophia-crepitans
Q2305991,Aplonis-cinerascens
Q2963859,Poospiza-melanoleuca
Q903357,Pterodroma-defilippiana
Q213785,Steatornis-caripensis
Q1064005,Myzornis-pyrrhoura
Q1306172,Muscicapa-muttui
Q313394,Zosterops-lateralis
Q793573,Crypturellus-berlepschi
Q780888,Attila-rufus
Q1305004,Euplectes-aureus
Q2667841,Eremopterix-leucopareia
Q731307,Oreopholus-ruficollis
Q838117,Phalacrocorax-perspicillatus
Q930231,Sylvia-buryi
Q1528819,Cinnyris-osea
Q1270956,Scytalopus-micropterus
Q1269868,Phlegopsis-erythroptera
Q1586190,Agropsar-philippensis
Q1265965,Otus-thilohoffmanni
Q1265148,Pterodroma-nigripennis
Q1118561,Lophoictinia-isura
Q7068989,Cinclosoma-alisteri
Q1271058,Actenoides-concretus
Q27075171,Heteroxolmis-dominicana
Q770308,Columba-trocaz
Q27075946,Myiothlypis-flaveola
Q1267937,Gymnophaps-mada
Q1303323,Oenanthe-xanthoprymna
Q25469,Sturnus-vulgaris
Q1268564,Coccyzus-pluvialis
Q616692,Scythrops-novaehollandiae
Q524533,Pterodroma-sandwichensis
Q1275793,Cinclodes-fuscus
Q1305609,Foudia-flavicans
Q55114831,Edolisoma-monacha
Q737923,Pternistis-squamatus
Q733377,Coturnix-novaezelandiae
Q630829,Larus-occidentalis
Q664438,Rhizothera-longirostris
Q270722,Butorides-striata
Q21415887,Ceyx-dispar
Q1301280,Meliphaga-notata
Q926867,Cepphus-columba
Q268028,Stephanoxis-lalandi
Q747827,Aquila-verreauxii
Q908272,Lamprotornis-shelleyi
Q1260212,Capito-wallacei
Q40660768,Zosterops-auriventer
Q1263845,Leptopogon-rufipectus
Q31874698,phylloscopus-misoriensis
Q1264720,Melanopareia-maximiliani
Q542320,Hemispingus-piurae
Q760774,Theristicus-melanopis
Q2964580,Lamprotornis-purpureus
Q2676142,Tephrodornis-sylvicola
Q62168513,Locustella-alfredi
Q3726390,Troglodytes-monticola
Q494544,Platalea-minor
Q27542,Aerodramus-infuscatus
Q1052043,Buteo-lineatus
Q1263174,Myiozetetes-granadensis
Q845184,Amazona-guildingii
Q27075793,Crithagra-rufobrunnea
Q27074777,Lophornis-magnificus
Q1135880,Vidua-fischeri
Q167230,Tichodroma-muraria
Q3049757,Phylloscopus-laetus
Q244368,Merops-pusillus
Q58958,Calidris-alba
Q2669325,Tangara-cabanisi
Q371582,Gallinago-megala
Q144053,Didunculus-strigirostris
Q840313,Lophura-ignita
Q25586001,Gymnoris-xanthocollis
Q27075464,Horornis-ruficapilla
Q283677,Cinnyris-chalybeus
Q1272258,Ptilinopus-pelewensis
Q204074,Capito-brunneipectus
Q1584072,Corvus-coronoides
Q788509,Nothocrax-urumutum
Q645658,Tangara-xanthocephala
Q1263765,Melichneutes-robustus
Q12253975,Arizelocichla-neumanni
Q1259996,Spizaetus-melanoleucus
Q312779,Acrocephalus-dumetorum
Q2226159,Aplonis-atrifusca
Q761358,Philydor-atricapillus
Q330318,Phylloscopus-inornatus
Q525717,Anous-stolidus
Q1271229,Muscisaxicola-maclovianus
Q863606,Bubo-shelleyi
Q1261787,Contopus-hispaniolensis
Q1039925,Lichmera-squamata
Q835116,Microhierax-latifrons
Q1307474,Parmoptila-jamesoni
Q1190592,Molothrus-aeneus
Q3389102,Piranga-flava
Q677291,Tauraco-leucolophus
Q747998,Microhierax-erythrogenys
Q1264261,Alectroenas-sganzini
Q1264567,Apus-berliozi
Q2858121,Apalis-chapini
Q26552,Loxia-curvirostra
Q2490422,Pholidornis-rushiae
Q2668397,Sporophila-caerulescens
Q10820720,Spinus-yarrellii
Q2235441,Hemixos-flavala
Q469297,Larus-smithsonianus
Q1045174,Falcipennis-falcipennis
Q1262083,Formicivora-iheringi
Q333103,Hydrornis-guajanus
Q73477,Cyanoptila-cyanomelana
Q1588817,Granatellus-venustus
Q248391,Anthus-chloris
Q1259105,Dendrocolaptes-hoffmannsi
Q3315809,Phylloscopus-cantator
Q675850,Riparia-paludicola
Q643101,Gyps-himalayensis
Q1193299,Eremophila-bilopha
Q998465,Ramphastos-vitellinus
Q45696,Phalaropus-tricolor
Q1094387,Ocyceros-griseus
Q28863378,Akletos-goeldii
Q2670949,Sasia-ochracea
Q1300947,Lonchura-teerinki
Q1585280,Parotia-lawesii
Q27075692,Emarginata-schlegelii
Q3181472,Monarcha-godeffroyi
Q152342,Picus-viridanus
Q762307,Geospiza-fortis
Q745840,Emberiza-koslowi
Q1260494,Serpophaga-cinerea
Q862812,Garrulax-leucolophus
Q757013,Menura-novaehollandiae
Q5608095,Arremon%20costaricensis
Q10818949,Schiffornis-stenorhyncha
Q1301006,Gerygone-inornata
Q906518,Psarocolius-decumanus
Q903940,Setophaga-occidentalis
Q10757975,Edolisoma-mindanense
Q10770480,Hypsipetes-mindorensis
Q890897,Agelaius-humeralis
Q114512,Accipiter-erythrauchen
Q781976,Acrocephalus-vaughani
Q590257,Spermophaga-haematina
Q665488,Myadestes-melanops
Q1273001,Dysithamnus-leucostictus
Q549160,Agapornis-taranta
Q548673,Coeligena-orina
Q746317,Cistothorus-platensis
Q1089092,Aegithalos-concinnus
Q12263764,Molothrus-armenti
Q2669077,Alcippe-peracensis
Q3116826,Zoothera-neilgherriensis
Q1260277,Nisaetus-lanceolatus
Q944432,Dicrurus-balicassius
Q2724476,Ninox-spilonotus
Q589093,Sappho-sparganura
Q1588867,Monticola-imerina
Q1082895,Acanthagenys-rufogularis
Q2668536,Aplonis-mystacea
Q2226282,Zosterops-semperi
Q3182648,Conothraupis-speculigera
Q1266212,Metallura-aeneocauda
Q1266242,Lybius-guifsobalito
Q692954,Pomarea-iphis
Q907893,Pseudobulweria-macgillivrayi
Q1302341,Acanthiza-iredalei
Q793571,Berlepschia-rikeri
Q264945,Xenopirostris-xenopirostris
Q1587019,Aimophila-rufescens
Q1272427,Metallura-williami
Q905057,Dicaeum-erythrorhynchos
Q606692,Tesia-superciliaris
Q903030,Grallaria-alleni
Q991297,Platycercus-venustus
Q27075595,Spodiopsar-cineraceus
Q26695641,Asthenes-ayacuchensis
Q1266154,Dinopium-shorii
Q1271008,Tachornis-furcata
Q790267,Pterodroma-baraui
Q967158,Dactylortyx-thoracicus
Q520916,Poecilotriccus-albifacies
Q1301064,Acanthiza-reguloides
Q1308664,Ploceus-bojeri
Q1317295,Ploceus-bicolor
Q5037562,Arremon%20phaeopleurus
Q221753,Melidectes-belfordi
Q736722,Megapodius-eremita
Q790606,Crossoptilon-mantchuricum
Q666762,Pachyramphus-niger
Q26709793,Ptilinopus-hernsheimi
Q28106902,Spatula-querquedula
Q493653,Anthus-antarcticus
Q1264898,Pseudoscops-grammicus
Q27075596,Gracupica-nigricollis
Q589869,Ichthyaetus-hemprichii
Q19551,Tympanuchus-pallidicinctus
Q57605,Amazilia-viridifrons
Q1273703,Melanopareia-elegans
Q811583,Phoeniculus-purpureus
Q594998,Dicaeum-monticolum
Q938163,Ploceus-capensis
Q945095,Ficedula-hyperythra
Q1946843,Acrocephalus-longirostris
Q1067408,Tinamotis-pentlandii
Q1543711,Dicaeum-proprium
Q1963823,Rhodothraupis-celaeno
Q1318023,Vireo-plumbeus
Q863162,Strix-davidi
Q602080,Tinamus-solitarius
Q60748670,Dicrurus-sharpei
Q247745,Anas-laysanensis
Q1943642,Corvus-minutus
Q764282,Nyctanassa-violacea
Q1122212,Nyctidromus-albicollis
Q1055803,Toxorhamphus-poliopterus
Q937767,Euphonia-gouldi
Q1092088,Siphonorhis-americana
Q73922,Phylloscopus-trivirgatus
Q1273822,Capito-maculicoronatus
Q258508,Geositta-tenuirostris
Q1187772,Columba-pallidiceps
Q1300919,Lonchura-caniceps
Q31206,Dinopium-javanense
Q2934644,Camaroptera-brevicaudata
Q888651,Ixobrychus-involucris
Q1260171,Batrachostomus-hodgsoni
Q254057,Pica hudsonia
Q606612,Aethopyga-duyvenbodei
Q1589922,Turdus-serranus
Q22810735,Clanga-hastata
Q26490,Falco-tinnunculus
Q836291,Macrocephalon-maleo
Q1275531,Lophotis-savilei
Q3546886,Formicarius-moniliger
Q369767,Bucephala-islandica
Q2668211,Heterophasia-capistrata
Q1310940,Pomatorhinus-musicus
Q286887,Leucochloris-albicollis
Q673194,Chlorospingus-canigularis
Q1268330,Dysithamnus-stictothorax
Q859957,Chamaeza-mollissima
Q1063704,Cursorius-temminckii
Q606642,Grallaria-kaestneri
Q755006,Trigonoceps-occipitalis
Q777724,Centropus-chlororhynchos
Q1270700,Pterodroma-brevipes
Q12255985,Crithagra-canicapilla
Q902710,Conopophaga-castaneiceps
Q369800,Vanellus-coronatus
Q1264272,Ramphotrigon-fuscicauda
Q605533,Cyornis-superbus
Q2963011,Prosobonia-ellisi
Q27074661,Grus-carunculata
Q771949,Thalassoica-antarctica
Q572702,Nigrita-fusconotus
Q1263288,Harpactes-kasumba
Q756063,Campephilus-principalis
Q27075728,Lepidopygia-nana
Q1263398,Puffinus-auricularis
Q595162,Gallinago-stenura
Q922245,Pionites-melanocephalus
Q1924037,Chalcomitra-balfouri
Q1923250,Phylloscopus-claudiae
Q27239,Phylloscopus-trochilus
Q204066,Amazilia-rutila
Q2522924,Melanocorypha-mongolica
Q25354,Garrulus glandarius
Q3181328,Monarcha-rubiensis
Q129059,Tetrao-urogallus
Q1269116,Otus-lettia
Q512566,Treron-calvus
Q25655805,Onychorhynchus-occidentalis
Q684437,Spilornis-rufipectus
Q1589973,Acridotheres-cinereus
Q1193728,Rhyticeros-plicatus
Q549909,Climacteris-affinis
Q600662,Chlorospingus-semifuscus
Q2194418,Basilornis-mirandus
Q941754,Irena-cyanogastra
Q2039333,Arborophila-campbelli
Q244813,Spheniscus-demersus
Q7988206,Cinclosoma-marginatum
Q760674,Philesturnus-carunculatus
Q1043290,Deconychura-longicauda
Q208004,Phoenicopterus-ruber
Q1269494,Xenerpestes-singularis
Q1075996,Thamnophilus-ambiguus
Q606455,Harpactes-whiteheadi
Q1923389,Sterrhoptilus-nigrocapitatus
Q1317712,Psarocolius-angustifrons
Q903893,Phlegopsis-nigromaculata
Q859634,Cercomacra-cinerascens
Q135443,Xenicus-longipes
Q2226776,Atlapetes%20terborghi
Q3231513,Pericrocotus-lansbergei
Q749668,Psittacella-brehmii
Q1267955,Rhinoptilus-bitorquatus
Q3234843,Phylloscopus-emeiensis
Q1303897,Vireo-bellii
Q28858168,Cincloramphus-timoriensis
Q992097,Hirundo-aethiopica
Q60774270,Ninox-fusca
Q1264398,Penelope-barbata
Q969834,Coccyzus-melacoryphus
Q684524,Canirallus-beankaensis
